clean_message,label
you are guaranteed the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnwh pmtmsgrcvd,1
by the way make sure u get train to worc foregate street not shrub hill have fun night x,0
i dont can you send it to me plus hows mode,0
ok ill do you right later,0
what do u want for xmas how about free text messages a new video phone with half price line rental call free now on to find out more,1
hope you are having a great day,0
hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow,0
nofew hours beforewent to hair cut,0
ranjith cal drpd deeraj and deepak min hold,0
but am going to college pa what to do are else ill come there it self pa,0
didnt you get hep b immunisation in nigeria,0
the evo i just had to download flash jealous,0
we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat,0
hai dear friends this is my new amp present number by rajitha raj ranju,0
ive told you everything will stop just dont let her get dehydrated,0
do you mind if i ask what happened you dont have to say if it is uncomfortable,0
someone has contacted our dating service and entered your phone becausethey fancy you to find out who it is call from a landline pobox wrg p,1
i didnt get anything da,0
got hella gas money want to go on a grand nature adventure with galileo in a little bit,0
cold dont be sad dear,0
lol oh you got a friend for the dog,0
im coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now,0
that would be great well be at the guild could meet on bristol road or somewhere will get in touch over weekend our plans take flight have a good week,0
customer service annoncement you have a new years delivery waiting for you please call now to arrange delivery,1
ok there may be a free gym about,0
excellent i spent ltgt years in the air force iraq and afghanistan i am stable and honest do you like traveling,0
nothing much chillin at home any super bowl plan,0
which is weird because i know i had it at one point,0
get ready for ltgt inches of pleasure,0
kkwhen are you going,0
huh but i got lesson at lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale,0
the ltgt g that i saw a few days ago the guy wants sell wifi only for ltgt and with g for ltgt thats why i blanked him,0
call me when you get the chance plz lt,0
my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,0
sorry ill call later,0
er hello things didnt quite go to plan is limping slowly home followed by aa and with exhaust hanging off,0
nope thats fine i might have a nap tho,0
sweetheart hope you are not having that kind of day have one with loads of reasons to smile biola,0
had your mobile months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on,1
free msg ringtonefrom widelivecomindex wmlidbaeceffffirsttruejul,1
lol well dont do it without me we could have a big sale together,0
yeah thats fine its to get in is that ok,0
no rushing im not working im in school so if we rush we go hungry,0
i guess thats why you re worried you must know that theres a way the body repairs itself and im quite sure you shouldnt worry well take it slow first the tests they will guide when your ovulation is then just relax nothing youve said is a reason to worry but ill keep on followin you up,0
hows the champ just leaving glasgow,0
happy or sad one thing about past is its no more good morning,0
someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline boxskch,1
what is this hex place you talk of explain,0
how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community psms,1
where is it is there any opening for mca,0
you are right though i cant give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move outif im still there after greece but maybe you are ready and should do it now,0
babe how goes that day what are you up to i miss you already my love loving kiss i hope everything goes well,0
we are hoping to get away by from langport you still up for town tonight,0
ahhhhjust woken uphad a bad dream about u thoso i dont like u right now i didnt know anything about comedy night but i guess im up for it,0
you will be receiving this weeks triple echo ringtone shortly enjoy it,1
did u get that message,0
the greatest test of courage on earth is to bear defeat without losing heartgn tc,0
as per your request maangalyam alaipayuthe has been set as your callertune for all callers press to copy your friends callertune,0
how are you with moneyas in to youmoney aint a thinghow are you sha,0
me n him so funny,0
er yep sure props,0
send a logo ur lover names joined by a heart txt love name name mobno eg love adam eve to yahoo poboxwwq txtno no ads p,1
sorry i din lock my keypad,0
ya tel wats ur problem,0
todays vodafone numbers ending with my last four digits are selected to received a award if your number matches please call to claim your award,1
networking job is there,0
i cant keep going through this it was never my intention to run you out but if you choose to do that rather than keep the room clean so i dont have to say no to visitors then maybe thats the best choice yes i wanted you to be embarassed so maybe youd feel for once how i feel when i have a friend who wants to drop buy and i have to say no as happened this morning ive tried everything i dont know what else to do,0
when is school starting where will you stay whats the weather like and the food do you have a social support system like friends in the school all these things are important,0
sorry i now then c ur msg yar lor so poor thing but only one night tmr ull have a brand new room sleep in,0
you have won a guaranteed cash or a prizeto claim yr prize call our customer service representative on,1
